TIME,Mills,Ax,Ay,Az,Gx,Gy,Gz,Lat,Lon,Speed,Class
19-02-2019 11:27:43,1550555863216,0.31184387,5.5896454,7.9346466,-0.0052337646,-0.025909424,-0.00970459,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863250,0.23762512,5.3526154,8.485321,0.0064849854000000005,-0.00033569336000000005,-0.010772705,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863271,0.25439453,5.3214874000000005,8.703186,-0.007369995,-0.0024719238,0.0062713623,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863293,0.034118652,5.2544556,8.221954,0.008621216,-0.003540039,-0.0054473877,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863328,0.23522949,5.2233276,8.854019000000001,-0.0158844,-0.01524353,-0.0043792725,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863355,0.06524658,5.240082,8.293777,0.01927185,-0.014190673999999999,-0.002243042,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863386,0.24481201,5.283188,8.576294,-0.0009765625,-0.020584106,0.0020141601999999997,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863411,0.31663513,5.211364700000001,8.70079,0.011810303000000001,-0.016311646000000003,-0.002243042,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863452,0.031723022000000003,5.347824,8.181258999999999,0.01927185,-0.010986328,-0.0011749268,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863469,0.42677307,5.276001,8.71756,-0.00630188,-0.033355712999999995,0.012664795,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863508,0.24960327,5.323883,8.2052,0.01927185,-0.008865356,0.008407593,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863534,0.7236481,5.498657,8.964157,-0.0158844,-0.005661010699999999,0.02545166,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863568,0.7835083,5.876938,7.7287445,0.04270935,-0.028030396000000003,0.0030822754,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863590,0.48423767,4.639145,9.624953999999999,-0.016952515,0.022033691,0.02545166,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863635,0.15861511,5.544159,8.308150999999999,0.06826782,-0.006729125999999999,0.0020141601999999997,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863650,0.3932495,4.964752,9.189209,0.009674071999999999,-0.025909424,-0.012893677,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863689,0.20172119,5.592041,7.716781599999999,0.065078735,-0.009918213,-0.045928955,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863709,0.52493286,5.419647,8.842056,-0.035064697,-0.032287598,-0.059768677,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863753,0.30467224,5.5225983,7.9873199999999995,0.022460938,-0.031234741,-0.1439209,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863770,0.7116852,5.4292297,8.423065,-0.028671265,-0.051467896,-0.18440247,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863809,0.53689575,5.5633087,8.2339325,0.008621216,-0.063186646,-0.2621765,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863833,0.1083374,5.1443176,8.727127000000001,-0.0020446776999999998,-0.047210693,-0.25257874,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863872,0.14665222,5.4962615999999995,8.341660000000001,0.023529052999999998,-0.06211853,-0.26750183,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863893,0.28790283,5.414871,8.545166,-0.0009765625,-0.06425476,-0.28240967,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863935,0.058059692,5.505844000000001,7.9250793,0.013946533,-0.056793212999999995,-0.28987122,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863954,0.24720764,5.4316254,8.219559,-0.03186035,-0.07064819,-0.30158997,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:43,1550555863992,0.19213867,5.3047333,8.411102,-0.00630188,-0.06744385,-0.33674622,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:44,1550555864019,0.12988281,5.6063995,7.711990400000001,-0.0020446776999999998,-0.072769165,-0.34739685,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:44,1550555864052,0.055664062,5.0724945,8.741501,-0.044647217,-0.063186646,-0.3399353,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:44,1550555864074,-0.16938782,5.276001,8.571503,0.023529052999999998,-0.053604125999999995,-0.3111725,10.62099394,76.14430236,0.0,0
19-02-2019 11:27:44,1550555864118,-0.047286987,5.6207733,8.356033,0.01499939,-0.041885376,-0.27282715,10.62099394,76.14430236,0.0,0
